,postId,wordLevel,videoSpeed,subtitleLengthRatio,sectionLength,wordList
92,10250,14.4,17.87,0.18,5,"[two, years, ago, my, life, was, drastically, different, than, it, is, today, every, single, thing, happened, to, me, has, since, impacted, who, i, am, and, where, now, although, have, no, regrets, realized, some, advice, never, given, that, might, found, useful, dear, 16-year-old, big, life-changing, decision, trying, make, right, go, with, your, gut, ignore, intuition, failed, you, before, trust, fail, sometimes, heart, knows, things, mind, just, explain, oh, spoiler, alert, do, end, up, moving, l, a, full, of, goodbyes, are, harder, others, say, toughest, when, move, but, know, not, all, forever, always, find, time, keep, in, touch, the, people, mean, most, ...]"
93,10301,27.7,9.71,0.35,13,"[and, now, turn, to, a, young, woman, who, has, chosen, lend, her, voice, this, very, important, solidarity, movement, leading, british, actor, an, advocate, for, gender, equality, in, own, right, been, involved, with, the, promotion, of, education, several, years, as, part, humanitarian, efforts, visited, bangladesh, zambia, recently, returned, just, heard, from, uruguay, on, first, mission, un, women, ladies, gentlemen, please, join, me, welcoming, stage, our, co-host, global, goodwill, ambassador, emma, watson, your, secretary, general, president, assembly, executive, director, distinguished, guests, today, we, are, launching, campaign, called, heforshe, i, am, reaching, out, you, because, need, help, want, end, inequality, do, everyone, is, ...]"
94,10257,13.33,15.25,0.34,5,"[welcome, to, clo, tv, today, we, are, talking, about, boundaries, as, an, entrepreneur, and, that, is, something, entrepreneurs, even, know, exists, have, in, life, our, business, this, the, third, successful, i, started, run, can, tell, you, very, difficult, for, me, put, around, my, time, first, thought, was, gotta, work, 24-7, go, crazy, make, thing, blow, explode, up, all, kinds, of, stuff, truth, not, what, needs, happen, now, early, phases, a, sometimes, do, like, gonna, some, late, hours, set, aside, family, other, things, short, period, get, going, but, after, while, settle, back, down, need, your, who, those, been, years, still, these, ...]"
95,10303,14.63,14.3,0.38,4,"[welcome, to, clo, tv, today, we, are, talking, about, funding, your, business, this, is, something, that, i, get, a, ton, of, questions, on, and, my, answer, always, the, same, suggest, you, loans, or, venture, capital, wanna, do, huge, stress, life, coach, so, many, businesses, have, gone, into, debt, stressed, out, in, their, personal, lives, now, because, they, make, enough, money, pay, off, give, an, example, somebody, came, me, with, said, listen, got, phenomenal, idea, for, taco, store, restaurant, great, everybody, loves, them, happy, where, go, some, should, take, loan, what, shared, horrible, if, it, work, fails, not, only, gonna, be, ...]"
96,10308,18.78,16.53,0.4,5,"[hi, my, and, from, jobaroo, going, to, be, speaking, you, about, the, top, five, most, important, things, do, once, arrived, in, australia, got, your, working, holiday, visa, just, touched, down, oz, what, are, next, steps, that, need, take, get, set, up, for, adventure, importantly, needing, somewhere, stay, a, good, idea, book, at, least, few, nights, hostel, advance, depending, on, season, hostels, can, pretty, quickly, so, if, want, avoid, being, without, any, accommodation, advisable, ahead, really, able, start, making, those, phone, calls, straight, away, not, an, international, sim, card, already, then, pick, australian, airport, shops, or, supermarket, main, telstra, cards, cost, ...]"
97,10457,23.29,16.87,0.36,6,"[the, fear, of, public, speaking, actually, arises, from, two, primary, sources, your, personality, and, uncertainty, start, by, looking, at, truth, is, that, some, people, are, more, comfortable, in, social, situations, whereas, other, less, those, now, really, little, we, can, change, when, it, comes, to, our, genetic, predispositions, what, relates, second, aspect, component, why, a, lot, there, lots, things, uncertain, about, might, be, how, their, ideas, will, perceived, judged, or, impression, make, on, an, audience, key, not, spend, so, much, time, worrying, but, rather, focus, opportunity, they, have, stand, front, speak, something, care, talk, sets, strategies, use, overcome, first, category, called, ...]"
98,10459,26.11,16.43,0.38,12,"[60-second, adventures, in, economics, number, 1, the, invisible, hand, an, economy, is, a, tricky, thing, to, control, and, governments, are, always, trying, figure, out, how, do, it, back, 1776, economist, adam, smith, shocked, everyone, by, saying, that, what, should, actually, just, leave, people, alone, buy, sell, freely, among, themselves, he, suggested, if, they, self-interested, traders, compete, with, one, another, markets, guided, positive, outcomes, as, someone, charges, less, than, you, customers, will, from, them, instead, so, have, lower, price, or, offer, something, better, whenever, enough, demand, be, supplied, market, like, spoilt, children, only, this, case, happy, later, free, austrian, friedrich, hayek, ...]"
99,10455,25.94,14.29,0.02,6,"[look, at, these, cute, little, guys, so, sweet, and, delicious, you, just, want, to, eat, them, up, right, the, problem, we, consume, much, sugar, days, that, killing, us, seriously, see, is, everywhere, in, all, usual, suspects, but, might, not, realize, a, lot, of, other, foods, did, know, our, daily, intake, averages, 95, grams, sound, like, it, adds, 77, pounds, added, every, year, now, american, heart, recommendations, no, wonder, one, three, adults, five, kids, are, obese, because, tastes, good, also, addictive, consuming, even, thinking, about, causes, euphoric, effect, triggers, production, dopamine, your, brain, neurotransmitter, controls, pleasure, responsible, for, reward-motivated, behavior, studies, ...]"
100,10537,26.29,13.44,0.16,5,"[welcome, back, it, can, be, seen, as, taking, pride, in, what, you, do, your, work, seriously, or, being, committed, to, job, but, workaholism, a, real, problem, that, take, toll, on, the, individual, and, their, relationships, dr, bill, baker, is, licensed, professional, counselor, he, joins, us, now, with, some, answers, thank, glad, here, tell, little, bit, about, by, definition, involves, both, attitude, action, ego, self-identity, are, invested, so, much, his, works, excessively, ignores, neglects, other, important, areas, of, life, might, try, defend, unhealthy, pattern, saying, i, have, wheels, drive, effort, motives, like, achievement, competition, perfectionism, guess, why, people, would, become, those, ...]"
101,10540,28.25,15.57,0.68,4,"[although, she, graced, the, cover, of, this, sports, illustrated, swimsuit, edition, barbie, as, popular, used, to, be, and, partially, because, her, bikini, body, hi, cristen, conger, stuff, mom, never, told, you, in, today, for, so, a, so-called, new, on, block, named, unlike, features, proportions, average, 19-year-old, american, girl, gets, name, from, nickolay, lamm, artist, who, designed, product, his, quest, create, normal, hence, tagline, is, beautiful, now, one, reason, might, getting, much, attention, that, sales, have, dropped, recent, years, other, doll, lines, including, bratz, disney, princess, become, more, nevertheless, remains, best-selling, planet, with, than, billion, sold, since, first, debuted, at, 1959, ...]"
102,10543,31.32,16.46,0.19,5,"[lesley, white, based, in, london, and, i, head, up, the, global, commercial, banking, international, team, as, companies, plan, their, growth, a, lot, of, attention, is, given, to, establishing, sales, strategy, identifying, target, market, however, often, overlook, importance, cultural, differences, new, they, fail, consider, who, will, soon, make, workforce, need, how, fully, integrate, operations, research, best, way, onboard, manage, retain, employees, overlooking, human, capital, aspects, expansion, main, reason, for, failure, intelligence, your, should, be, primary, consideration, when, building, start, with, what, makes, that, distinct, this, could, simple, observing, holidays, more, complex, task, working, within, parameters, diverse, political, environments, influences, such, landscape, ...]"
103,10546,21.88,13.39,0.14,3,"[july, 2007, flight, 3054, touches, down, on, runway, 35l, in, sao, paulo, brazil, it, was, a, routine, however, this, particular, leaves, no, room, for, error, attempting, to, stop, the, short, landing, strip, plane, cannot, slow, crashes, off, end, killing, all, 187, people, board, deadliest, air, disaster, history, kinda, makes, you, not, want, fly, again, but, worry, odds, of, being, killed, an, airplane, are, more, than, 4, 000, 1, meanwhile, fatal, car, accident, only, 125, fact, tripping, and, having, fall, while, walking, 6, meaning, dangerous, aircraft, is, chance, caused, by, many, rare, circumstances, coming, together, at, once, heavy, rain, faulty, engine, ...]"
104,10565,14.41,13.73,0.5,4,"[vivienne, 10, years, old, and, the, founder, of, make, a, stand, my, dad, likes, to, say, his, 10-year-old, boss, well, i, saw, this, photo, two, boys, carrying, rocks, on, their, heads, just, decided, help, them, beginning, was, when, we, realized, that, there, were, children, living, in, modern-day, slavery, sort, moment, really, changed, us, are, 30, million, slaves, world, today, talking, real, people, who, forced, work, without, pay, under, threat, violence, unable, walk, away, which, is, key, point, they, cannot, leave, so, all, sitting, one, morning, her, pajamas, like, what, does, look, she, said, lemonade, only, business, experience, had, idea, free, ...]"
105,10564,7.69,11.76,0.25,1,"[look, out, at, the, world, it, wonderful, and, see, all, places, we, call, home, hand-built, castles, in, clouds, with, a, beach, back, on, airbnb, com, you, can, book, stay, any, one, like, for, price, that, suits, simple, just, enter, where, want, to, go, dates, be, there, choose, from, thousands, of, then, decide, between, room, or, having, whole, yourself, before, travel, chat, your, host, so, not, meeting, stranger, leave, reviews, each, other, after, make, wherever, belong, anywhere]"
106,10570,25.97,13.32,0.55,5,"[more, than, 100, years, ago, in, the, back, room, of, a, new, york, magic, shop, oldest, brotherhood, magicians, was, first, conjured, no, one, knew, how, important, would, become, as, founding, location, most, prestigious, magical, organization, world, founded, may, 10, 1902, society, american, is, we, also, say, because, our, past, presidents, and, read, like, who, history, legendary, harry, houdini, keller, howard, thurston, dedicated, their, lives, finances, to, advancement, betterment, its, members, today, 45, 000, individuals, have, held, membership, worldwide, since, inception, mission, has, been, elevate, advance, art, over, century, later, this, still, holds, true, fact, each, year, receive, card, sign, oath, ...]"
107,10568,33.45,13.06,0.16,6,"[after, water, tea, is, the, most, consumed, beverage, in, world, different, types, are, determined, by, degree, to, which, producer, lets, harvested, leaves, oxidize, before, drying, them, green, for, example, barely, fermented, whereas, black, greatly, oolong, falls, somewhere, between, chinese, means, dragon, a, semi-oxidized, more, than, yet, less, its, taste, aroma, and, color, from, light, yellow, dark, red, vary, according, how, processed, this, amber, produced, thailand, has, rich, smooth, roasted, like, teas, made, of, flowering, plant, species, called, camellia, harvest, time, during, peak, growing, season, may, november, workers, handpick, known, as, flush, grouping, two, young, bud, grows, out, top, at, year, ...]"
108,10573,28.45,17.67,0.71,2,"[researchers, from, the, fom, foundation, working, with, university, of, amsterdam, may, have, solved, one, mysteries, surrounding, how, ancient, were, able, to, build, pyramids, without, modern, technology, and, equipment, according, results, study, pyramid, might, hauled, huge, heavy, stones, over, desert, sand, by, making, wet, reduce, friction, adding, water, creates, capillary, bridges, that, hold, grains, together, them, more, compact, tested, their, theory, pulling, a, lab, version, sled, measure, necessary, force, using, just, right, amount, make, damp, meant, only, half, number, workers, would, been, required, move, because, when, is, around, pull, weight, on, wall, in, an, egyptian, tomb, discovered, during, victorian, era, there, ...]"
109,10586,18.18,14.83,0.0,1,"[do, you, use, a, smartphone, tablet, or, computer, just, before, head, to, bed, then, time, change, tablets, and, screens, all, produce, light, toward, the, blue, end, of, spectrum, that, prevents, your, brain, from, producing, sleep, hormone, called, melatonin, this, in, turn, disrupts, deep, dreaming, so, make, sure, down, on, these, devices, hour, go, better, still, them, off, completely, put, bedside, table, otherwise, be, tempted, during, night, message, is, clear, if, want, well, banish, blues]"
110,10535,22.41,17.88,0.18,6,"[today, going, to, show, you, how, make, three, different, decorative, christmas, trees, and, begin, with, this, little, fella, start, by, taking, a, cork, using, sharp, knife, carefully, cut, off, the, end, then, take, cocktail, stick, push, it, into, center, of, like, next, we, need, sheet, green, tissue, paper, pair, scissors, out, circle, roughly, size, have, be, exact, gonna, screw, up, open, again, thread, onto, toothpick, keep, repeating, process, so, load, more, circles, arrange, them, in, order, from, large, small, forget, otherwise, tree, looks, too, flat, very, uniform, when, done, should, something, which, finally, add, star, top, sprinkle, bit, glitter, if, ...]"
111,10858,30.0,14.81,0.19,3,"[this, is, sepak, bola, api, or, the, fireball, game, played, in, indonesia, and, one, of, ways, that, people, country, welcome, month, ramadan, we, strongly, advise, uninitiated, try, at, home, ball, made, from, coconut, fiber, doused, diesel, before, being, set, alight, loosely, follows, regular, laws, soccer, with, a, referee, controlling, play, heading, chesting, tackles, are, all, allowed, on, occasion, watched, by, over, 10, 000, spectators, claimed, not, person, has, suffered, single, burn, during, games, have, been, here, when, match, ends, draw, outcome, decided, penalties, derived, cotswold, wrestling, shin-kicking, sees, two, competitors, go, toe, to, more, accurately, shin, battle, wits, endurance, pain, ...]"
112,10860,18.88,14.15,0.11,3,"[important, to, understand, that, with, international, travel, you, are, allowed, much, heavier, baggage, than, domestic, make, sure, know, the, exact, specifications, before, fly, also, electricity, grid, internationally, is, different, in, each, country, so, take, an, adapter, your, passport, most, document, whilst, traveling, i, suggest, leaving, it, hotel, safe, when, around, city, two, prevalent, tourist, unlicensed, guides, and, selling, of, fake, goods, be, wary, my, suggestion, get, a, local, cell, phone, do, not, from, home, world, done, had, thousands, dollars, roaming, charges, will, never, again, really, stay, groups, venture, off, alone, dress, conservatively, if, have, real, issue, immediately, go, into, restaurant, ...]"
113,11387,21.35,14.25,0.2,1,"[in, this, recession, stop, spending, haggle, your, way, to, better, prices, a, consumer, reports, poll, says, that, 81, percent, of, consumers, haggled, their, cheaper, clothes, retailers, wanna, sell, inventory, and, will, give, discounts, on, the, spot, yes, even, you, can, do, it, first, look, them, eye, if, find, perfect, jeans, best, price, then, bargain, tell, walk, they, buy, bulk, save, money, buying, shoes, slacks, sweater, want, discount, because, remember, salespeople, work, commission, be, friendly, more, likely, about, sales, might, let, use, employee, pay, full, all, gotta, is, ask]"
114,11385,26.57,14.36,0.16,5,"[dirk, sentences, phrases, and, single, letters, run, into, one, another, overlap, cover, in, an, apparently, arbitrary, way, but, a, step, back, reveals, bigger, picture, quite, literally, on, closer, observation, there, is, some, method, to, this, jumble, of, words, they, are, typewriter, drawings, the, truest, sense, word, description, topics, that, central, modern, life, interested, landscape, we, live, urban, space, surrounds, us, everything, permanently, motion, or, being, changed, appointments, fixed, communicating, whole, time, massive, network, unrest, state, permanent, flux, lack, integral, part, our, aspect, very, important, me, krecker, discovered, as, stylistic, device, while, studying, design, been, typing, pictures, since, 1997, after, years, ...]"
115,11389,32.59,13.98,0.21,2,"[if, sniffling, sneezing, and, feeling, out, of, sorts, every, spring, fall, it, could, be, a, sign, seasonal, allergies, can, controlled, treated, so, you, have, any, these, symptoms, for, more, than, week, should, see, your, doctor, five, common, are, an, itchy, nose, running, one, second, congested, the, next, allergic, when, breathe, in, pollen, or, other, immune, system, reacts, cells, release, inflammatory, their, job, is, to, flush, away, allergen, but, they, also, cause, nasal, congestion, excess, production, red, watery, eyes, thin, membrane, protecting, eye, become, inflamed, that, happens, sore, scratchy, tight, throat, inhaling, mold, bring, on, response, airways, making, causing, wheezing, this, ...]"
116,11399,20.09,15.03,0.31,5,"[forty-six, million, americans, have, quit, smoking, for, good, ready, to, join, them, keep, watching, is, responsible, one, in, five, deaths, america, killing, 400, 000, people, every, year, but, the, news, your, body, starts, feel, positive, effects, of, quitting, just, 20, minutes, after, you, do, it, because, both, physically, and, psychologically, addicting, a, hard, habit, break, having, plan, can, help, once, made, decision, helps, prepare, yourself, by, understanding, personal, addiction, try, keeping, journal, few, days, recording, cigarette, smoke, how, felt, why, did, most, notice, pattern, their, becoming, aware, when, likely, change, environment, avoid, or, weaken, temptation, identified, triggers, probably, take, plunge, ...]"
117,11406,33.52,12.15,0.15,4,"[pour, yourself, a, glass, of, wine, make, sure, you, have, good, lighting, tilt, the, at, 45-degree, angle, against, white, background, and, sight, or, assess, visually, during, stage, should, be, able, to, approximate, age, narrow, down, what, type, wines, it, might, check, its, vitality, identify, visual, faults, if, any, after, follows, swirl, in, your, for, about, three, five, seconds, viscosity, hold, eye, level, patterns, formed, by, on, side, this, is, also, known, as, tears, legs, aerated, so, that, volatile, are, activated, prepares, sniff, now, time, such, way, nose, inside, mouth, then, inhale, sniffing, process, smelling, through, orthonasal, olfaction, odor, molecules, from, ...]"
118,11429,24.82,14.57,0.33,5,"[since, the, dawn, of, time, stick, has, been, essential, to, human, survival, helping, us, explore, world, and, protect, ourselves, but, never, before, in, course, history, have, we, seen, perhaps, greatest, contribution, civilization, it, is, enabling, impossible, extending, arms, take, better, photos, sights, behind, oh, yes, talking, about, selfie, now, i, know, what, thinking, people, are, walking, around, streets, with, their, phones, on, poles, thought, same, thing, me, here, for, a, second, there, actually, some, real, advantages, using, one, these, you, ask, stranger, hold, your, phone, can, capture, wider, angles, yourself, record, more, stable, video, figured, if, gonna, join, this, absurd-looking, ...]"
119,11618,21.29,13.98,0.45,4,"[what, makes, a, great, resume, and, cover, letter, important, to, know, is, that, these, are, marketing, documents, also, the, average, employer, now, takes, up, only, about, seven, seconds, so, not, reading, resumes, skimming, they, need, right, off, bat, how, you, add, value, example, of, recent, one, page, although, two, pages, would, be, fine, this, person, has, his, contact, information, he, then, listing, education, possible, put, at, bottom, ask, yourself, it, my, more, marketable, or, experience, good, because, rather, than, just, mini, job, description, in, section, former, student, using, we, call, accomplishment, statements, describe, basically, three, criteria, want, begin, with, nice, ...]"
120,11624,27.45,16.08,0.5,1,"[a, 12-year-old, schoolgirl, in, liverpool, england, has, higher, iq, score, than, albert, einstein, had, she, scored, 162, which, is, two, points, that, of, famed, physicist, and, professor, stephen, hawking, now, ranked, the, top, one, percent, world, for, intelligence, been, accepted, into, network, geniuses, from, around, called, mensa, her, teachers, have, decided, to, assign, more, homework, after, excelling, an, after-school, study, program, let, students, take, 90-minute, test, calculates, principal, said, success, enrichment, club, shows, how, with, right, support, can, excel, become, best, young, girl, focusing, on, acting, reportedly, memorized, lines, part, rendition, macbeth, 24, hours, do, you, think, tests, are, accurate, ...]"
121,11621,17.82,15.48,0.45,4,"[hi, lisa, interior, decorator, and, home, stager, today, at, a, 6, 000-square-foot, custom, that, is, absolutely, gorgeous, just, dying, to, show, you, some, of, the, tips, tricks, might, use, in, your, own, so, one, things, i, wanted, point, out, when, walk, into, room, like, this, want, look, for, focal, points, if, trying, resell, what, are, areas, people, going, be, drawn, wanna, make, sure, those, places, not, cluttered, example, here, we, have, fireplace, beautiful, window, stunning, coffered, ceiling, definitely, it, sort, frames, entire, take, our, before, shot, furniture, was, placed, right, up, against, wall, height, size, makes, very, vacant, pulled, middle, ...]"
122,11630,28.31,13.54,0.04,3,"[anesthetist, monica, burmerland, is, about, to, perform, an, unusual, experiment, her, patient, today, a, houseplant, the, slightest, touch, makes, its, leaves, spring, shut, normally, defense, against, insects, not, hospital, staff, going, try, stop, signature, leaf, movement, giving, it, drink, of, ether, early, knockout, drug, used, in, humans, after, hour, time, test, result, flicker, mimosa, seems, be, out, cold, works, nerve, cells, from, transmitting, signals, but, plant, has, no, nerves, so, why, does, work, answer, might, lie, elsewhere, germany, at, university, freiburg, where, professor, edgar, wagner, conducting, on, electricity, was, long, thought, that, plants, do, use, electrical, signaling, thinking, changed, will, ...]"
123,11628,25.51,13.77,0.19,3,"[we, have, some, new, details, about, the, woman, behind, one, of, hottest, burger, chains, so, why, is, lynsi, highly, searched, online, in, just, past, 24, hours, well, bloomberg, has, published, a, blockbuster, story, revealing, she, youngest, female, billionaire, and, to, double, her, wealth, abbie, boudreau, from, animal, style, 4, x, in-n-out, burgers, cult, status, even, celeb, followers, with, 281, restaurants, five, states, 2, 9, million, facebook, fans, worldwide, but, like, their, secret, ingredients, much, owner, remains, mystery, until, now, 30-year-old, recently, outed, as, america, warren, buffet, become, most-buzzed-about, world, who, very, secretive, company, kept, this, low, profile, 2010, documentary, california, ...]"
124,11698,20.47,15.83,0.18,3,"[experts, and, celebrities, are, praising, the, clean-eating, trend, but, what, is, how, can, it, help, you, almost, self-explanatory, eat, foods, that, as, clean, meaning, unprocessed, close, to, their, natural, state, get, them, main, principle, eliminate, added, chemicals, colorings, fats, sugars, sugar, syrups, found, in, processed, only, whole, come, straight, from, nature, like, fresh, fruits, vegetables, grains, healthy, lean, meats, while, have, choose, organic, certain, ones, may, be, move, dairy, products, meat, eggs, without, hormones, or, antibiotics, makes, sense, most, pesticide-heavy, produce, includes, strawberries, apples, peaches, grapes, celery, peppers, potatoes, nature-made, food, focus, of, also, thinking, more, about, nutrients, they, work, ...]"
125,11700,21.21,15.49,0.22,8,"[breakfast, is, the, most, important, meal, of, day, so, get, started, on, right, foot, with, these, five, incredible, smoothie, recipes, to, going, share, just, a, couple, tips, make, your, smoothie-making, run, smoothly, first, up, you, wanna, use, frozen, fruit, now, reason, be, watering, down, whole, bunch, ice, freeze, yourself, i, like, my, in, single, layer, baking, sheet, this, prevents, it, from, all, clumping, and, sticking, together, next, when, comes, using, blender, sure, add, liquid, near, blades, gonna, help, little, more, finally, afraid, prepackage, leave, them, freezer, are, great, because, need, do, morning, roll, out, bed, pour, into, bit, yogurt, some, ...]"
126,11853,28.05,14.46,0.11,1,"[how, clean, is, your, kitchen, harmful, bacteria, can, survive, in, many, places, around, unless, you, wash, hands, utensils, and, surfaces, correctly, could, spread, to, food, family, for, at, least, 20, seconds, with, warm, soapy, water, be, sure, scrub, the, backs, of, between, fingers, under, nails, proper, hand-washing, may, eliminate, nearly, half, all, cases, poisoning, significantly, reduce, common, cold, flu, after, each, use, including, appliances, cutting, boards, silverware, hot, sponges, towels, often, cycle, washing, machine, disinfect, a, chlorine, bleach, solution, replace, worn, frequently]"
127,11580,24.92,19.55,0.27,5,"[hey, there, welcome, to, life, noggin, you, know, everyone, likes, tell, me, that, a, chip, off, the, old, block, we, use, expressions, like, these, in, our, everyday, lives, without, even, realizing, it, sometimes, but, what, do, they, mean, where, did, come, from, well, about, find, out, i, bet, bird, hand, is, worth, two, bush, crazy, right, really, though, heck, does, this, expression, actually, goes, back, medieval, falconry, falcon, being, held, by, person, was, considered, valuable, as, and, more, than, today, when, people, are, using, saying, better, have, small, real, advantage, slight, possibility, of, greater, one, might, be, awesome, on, my, ...]"
128,13188,29.41,13.29,0.08,2,"[mozart, over, 250, years, after, his, birth, name, is, still, as, well, known, any, modern, in, fact, it, could, be, argued, that, was, one, of, the, first, true, but, how, did, he, achieve, this, legendary, status, truly, a, musical, miracle, from, or, product, an, overbearing, and, exploitive, father, why, most, recognized, accomplished, musicians, day, decide, to, become, member, secretive, fraternity, what, compelled, him, compose, final, opera, magic, flute, create, entertaining, fantasy, world, convey, political, masonic, ideas, public, finally, were, circumstances, surrounding, mysterious, death, genius, die, virtually, at, age, 35, these, questions, more, will, answered, we, decode, life, immortal, composer, wolfgang]"
129,11855,18.46,12.89,0.5,1,"[think, of, your, body, as, a, factory, using, up, energy, which, has, to, be, replenished, when, are, consumed, quickly, burned, so, more, needed, keep, the, going, at, end, busy, day, shuts, down, unused, transformed, into, fat, and, stored, in, reserves, but, if, we, restrict, amount, bad, that, come, allow, only, small, amounts, good, assesses, situation, will, start, stored-up, for, turning, it, ultimate, fat-burning, machine]"
130,11859,25.7,16.07,0.38,3,"[while, it, may, be, difficult, to, objectively, gauge, exactly, how, smart, someone, is, researchers, have, found, some, pretty, interesting, traits, that, appear, indicate, intelligence, one, sign, from, a, family, studies, conducted, on, the, brains, of, identical, and, fraternal, twins, makeup, certain, areas, specifically, those, associated, with, language, cognitive, skills, was, very, similar, suggesting, brain, development, iq, are, influenced, by, genes, if, oldest, child, in, your, you, slight, intellectual, advantage, over, younger, eldest, had, an, average, three, points, higher, than, next, closest, but, difference, thought, psychological, due, differences, relationships, between, parents, children, more, biological, trouble, getting, sleep, at, night, well, might, ...]"
131,11857,18.55,16.67,0.14,4,"[have, you, ever, been, asked, to, give, a, toast, but, know, what, say, thanks, for, visiting, international, learn, how, prepare, and, present, the, ideal, since, 1924, helped, more, than, four, million, people, gain, confidence, communicate, in, all, situations, here, are, three, time-tested, tips, help, so, that, feel, empowered, speak, at, any, special, occasion, friends, gathered, celebrate, some, of, these, occasions, formal, others, even, be, intimidating, first, tip, will, succeed, with, one, skill, is, get, point, this, especially, important, wanna, stand, up, raise, your, glass, few, words, make, everyone, smile, brief, then, done, keeping, it, minutes, should, talk, about, might, depend, ...]"
132,11861,24.65,13.39,0.09,3,"[you, can, crack, them, this, way, that, and, all, done, but, no, matter, how, always, end, up, picking, out, not, anymore, introducing, ez, cracker, the, ingenious, new, product, lets, open, eggs, separate, even, hard-boiled, quickly, easily, without, mess, watch, so, easy, simply, insert, an, egg, into, cradle, squeeze, to, instantly, release, from, its, shell, more, messy, slimy, separates, any, size, in, one, simple, motion, neatly, right, pan, fuss, uh-oh, crunchy, ruined, those, with, is, left, behind, never, have, worry, about, dropped, shells, peeling, take, forever, has, been, easier, separating, a, hassle, special, egg-separator, attachment, too, just, place, divide, yolk, white, ...]"
133,11863,17.12,14.35,0.18,2,"[when, we, least, expect, it, prepared, disaster, can, strike, and, few, disasters, are, as, unsettling, an, earthquake, my, guess, is, that, earthquakes, really, so, scary, because, you, have, any, warning, the, only, thing, besides, a, nuclear, war, one, second, living, in, big, beautiful, city, 10, later, flat, every, day, earth, shaken, by, hundreds, of, small, most, go, unnoticed, they, usually, occur, along, boundaries, thin, plates, cover, like, eggshell, driven, heat, deep, within, core, grind, against, each, other, on, long, lines, called, faults, find, their, motion, blocked, stress, builds, up, finally, fault, gives, way, released, energy, races, through, form, seismic, waves, ...]"
134,12062,23.21,14.28,0.1,4,"[you, see, two-stroke, engines, constantly, they, power, weed, and, model, airplanes, boats, all, sorts, of, other, stuff, the, reason, why, so, popular, is, because, have, an, incredible, feature, for, produce, are, light, key, to, design, a, piston, that, acts, like, compressor, intake, exhaust, valve, if, watch, engine, go, through, its, two, strokes, can, exactly, happening, start, with, spark, plug, firing, at, this, point, top, stroke, cylinder, full, air, gasoline, has, been, compressed, when, fires, it, lights, bursts, into, flame, expands, rapidly, driving, down, lot, force, area, behind, filled, mixture, oil, as, moves, back, compresses, gets, near, bottom, uncovers, port, lets, ...]"
135,12060,26.36,14.6,0.39,5,"[have, you, ever, wondered, how, the, internet, actually, works, when, chatting, on, your, smartphone, with, grandma, or, playing, an, online, video, game, sending, email, to, a, friend, can, feel, like, magic, but, understanding, is, critical, especially, are, considering, net, neutrality, rules, that, could, change, experience, so, go, deep, inside, and, take, look, at, happening, traffic, divided, into, parcels, of, data, called, packets, split, apart, hit, send, come, back, together, they, arrive, their, destination, these, converted, pulses, light, radio, signals, travel, through, cable, device, router, sends, along, it, operates, something, conveyor, belt, sorting, luggage, airport, no, congestion, move, without, difficulty, delay, ...]"
136,12129,29.52,13.57,0.12,6,"[tattooing, dates, at, least, as, far, back, the, bronze, age, a, 5, 000-year-old, body, found, in, european, glacier, had, several, tattoos, on, its, skin, have, even, uncovered, what, they, believe, are, stone, instruments, sharp, bone, needles, and, clay, disks, containing, mineral, walk, into, tattoo, parlor, vast, selection, of, elaborate, designs, will, astound, you, once, make, your, choice, artist, traces, image, next, he, places, traced, carbon, paper, lines, this, creates, outline, reverse, side, use, blueprint, called, his, guide, cleans, then, firmly, presses, transfers, easily, because, is, damp, now, time, to, construct, most, require, two, one, other, shade, color, it, each, needle, ...]"
137,12134,24.71,15.29,0.27,6,"[what, is, a, blog, originally, created, from, the, words, web, and, log, just, that, logging, of, thoughts, ideas, experiences, more, all, in, one, place, on, probably, seen, them, around, but, makes, so, great, well, are, easy, to, use, with, few, clicks, you, can, share, opinions, news, anything, your, staple, who, ultimate, expression, theme, controls, how, looks, choose, personalize, it, own, colors, and/or, background, images, find, look, fits, change, themes, as, always, be, sure, feel, out, there, personality, for, visitors, looking, most, made, up, four, main, sections, header, sidebar, footer, body, comprised, title, or, logo, if, have, navigation, menu, way, guests, ...]"
138,11695,24.9,13.08,0.13,5,"[imagine, a, place, where, people, are, so, poor, that, almost, no, one, has, electricity, or, indoor, plumbing, by, modern, standards, of, americans, here, live, in, abject, poverty, conditions, such, cannot, afford, refrigerators, washing, machines, not, to, mention, cell, phones, computers, access, the, internet, work, six, seven, days, week, with, little, vacation, time, just, feed, and, clothe, their, families, cars, rare, air, conditioning, television, health, care, is, primitive, infant, mortality, high, death, from, disease, routine, antibiotics, even, aspirin, this, undeveloped, third-world, country, you, ask, right, america, 100, years, ago, was, then, now, century, later, vast, array, goods, services, shorter, weeks, better, ...]"
139,12216,18.69,17.36,0.45,2,"[i, have, clients, from, all, walks, of, life, in, professions, who, come, to, me, and, say, jill, get, so, nervous, before, go, deliver, a, presentation, that, is, not, good, thing, tell, them, actually, it, because, if, you, comes, anxiety, wanting, do, great, job, delivering, message, an, audience, be, client, maybe, your, want, very, well, content, through, smoothly, guess, what, passion, can, lead, which, but, the, first, place, passionate, enough, about, talking, should, reconsider, another, video, called, penguin, gives, one, way, eradicate, some, physiological, effects, find, out, tics, are, for, people, flappy, gestures, example, these, harness, into, by, making, more, purposeful, ...]"
